group_10297	,,group_10297
group_42002	,,group_42002
group_27728	,,group_27728
soxR_4	,,soxR_4
group_74854	,,group_74854
group_554	,,group_554
group_13130	,,group_13130
group_50051	,,group_50051
group_50050	,,group_50050
group_50053	,,group_50053
group_50052	,,group_50052
group_50055	,,group_50055
group_50054	,,group_50054
group_50057	,,group_50057
group_50056	,,group_50056
group_50059	,,group_50059
group_50058	,,group_50058
xcpQ_1	PA14_23970,xcpQ,xcpQ_1
group_53593	,,group_53593
xcpQ_3	,,xcpQ_3
xcpQ_2	PA14_40320,xqhA,xcpQ_2
group_9089	,,group_9089
group_28387	,,group_28387
group_28384	,,group_28384
group_53592	,,group_53592
vraS	,,vraS
vraR	,,vraR
group_28380	,,group_28380
group_26313	,,group_26313
group_53595	,,group_53595
group_37070	,,group_37070
group_28388	,,group_28388
group_28389	,,group_28389
group_53597	,,group_53597
hisB_2	,,hisB_2
group_61132	,,group_61132
btuB_8	,,btuB_8
group_69922	,,group_69922
group_29793	,,group_29793
group_32165	,,group_32165
group_32164	,,group_32164
mcjD	,,mcjD
group_32166	,,group_32166
group_32161	,,group_32161
group_32160	,,group_32160
group_32163	,,group_32163
group_32162	,,group_32162
tktA_2	,,tktA_2
group_32169	,,group_32169
group_75207	,,group_75207
group_74307	,,group_74307
group_36594	,,group_36594
group_63501	,,group_63501
group_41216	,,group_41216
group_1913	,,group_1913
group_1912	,,group_1912
group_1911	,,group_1911
group_1910	,,group_1910
group_1917	,,group_1917
group_1916	,,group_1916
group_1915	,,group_1915
group_1914	,,group_1914
group_63500	,,group_63500
group_1918	,,group_1918
group_62665	,,group_62665
group_28962	,,group_28962
group_28963	,,group_28963
group_28960	,,group_28960
group_28961	,,group_28961
group_28966	,,group_28966
group_28967	,,group_28967
group_28964	,,group_28964
phnE_1	PA14_20330,phnE,phnE_1
group_14990	,,group_14990
group_27719	,,group_27719
group_28968	,,group_28968
group_14993	,,group_14993
group_14994	,,group_14994
phnE_2	PA14_21140,,phnE_2
group_14996	,,group_14996
group_14997	,,group_14997
group_23000	,,group_23000
group_23001	,,group_23001
group_23002	,,group_23002
group_23003	,,group_23003
group_23004	,,group_23004
group_23005	,,group_23005
group_23006	,,group_23006
group_23008	,,group_23008
group_23009	,,group_23009
rpmA_2	,,rpmA_2
group_54330	,,group_54330
group_43808	,,group_43808
group_67793	,,group_67793
group_24211	,,group_24211
group_75523	,,group_75523
group_68117	,,group_68117
group_60249	,,group_60249
group_5894	,,group_5894
group_50947	,,group_50947
group_50946	,,group_50946
group_50945	,,group_50945
group_24213	,,group_24213
group_50943	,,group_50943
group_50942	,,group_50942
group_63502	,,group_63502
group_50940	,,group_50940
group_24214	,,group_24214
group_50949	,,group_50949
group_50948	,,group_50948
group_4760	,,group_4760
group_51099	,,group_51099
group_54336	,,group_54336
group_70890	,,group_70890
group_68116	,,group_68116
group_51093	,,group_51093
group_54337	,,group_54337
group_51095	,,group_51095
group_33694	,,group_33694
group_33695	,,group_33695
group_73510	,,group_73510
group_33697	,,group_33697
group_33690	,,group_33690
group_33691	,,group_33691
group_33692	,,group_33692
group_54746	,,group_54746
group_33698	,,group_33698
group_33699	,,group_33699
group_24112	,,group_24112
group_22309	,,group_22309
group_949	,,group_949
angR_2	,,angR_2
gltK_1	,,gltK_1
gltK_2	,,gltK_2
group_57975	,,group_57975
cbs_2	,,cbs_2
group_73771	,,group_73771
group_57974	,,group_57974
group_2952	,,group_2952
group_68247	,,group_68247
frmR_2	,,frmR_2
frmR_3	,,frmR_3
nfuA	PA14_40630,yhgI,nfuA
group_33349	,,group_33349
group_33346	,,group_33346
group_61227	,,group_61227
group_33344	,,group_33344
group_33345	,,group_33345
group_33342	,,group_33342
group_33343	,,group_33343
group_33340	,,group_33340
group_33341	,,group_33341
group_36764	,,group_36764
group_68243	,,group_68243
ccp	PA14_24860,snr1,ccp
group_20952	,,group_20952
ccr	,,ccr
group_21718	,,group_21718
group_21719	,,group_21719
group_7511	PA14_17570,,group_7511
group_68241	,,group_68241
group_21713	,,group_21713
group_21710	,,group_21710
group_21711	,,group_21711
cca	PA14_07620,cca,cca
group_21717	,,group_21717
group_63506	,,group_63506
group_21715	,,group_21715
group_44268	,,group_44268
group_25878	,,group_25878
group_32869	,,group_32869
group_25873	,,group_25873
group_25872	,,group_25872
group_25871	,,group_25871
group_25870	,,group_25870
group_25877	,,group_25877
group_64609	,,group_64609
group_25875	,,group_25875
group_25874	,,group_25874
group_56479	,,group_56479
group_56478	,,group_56478
group_37072	,,group_37072
group_56471	,,group_56471
group_56470	,,group_56470
group_56473	,,group_56473
group_56472	,,group_56472
group_12995	,,group_12995
group_56474	,,group_56474
asd_2	,,asd_2
group_56476	,,group_56476
group_52549	,,group_52549
group_52548	,,group_52548
group_52541	,,group_52541
group_52540	,,group_52540
group_52543	,,group_52543
group_52542	,,group_52542
group_52545	,,group_52545
group_52544	,,group_52544
group_52547	,,group_52547
group_52546	,,group_52546
group_18194	,,group_18194
group_18195	,,group_18195
group_18196	,,group_18196
group_18197	,,group_18197
group_18190	,,group_18190
group_18191	,,group_18191
group_18192	,,group_18192
group_18193	,,group_18193
group_15117	,,group_15117
group_15115	PA14_33780,,group_15115
group_18198	,,group_18198
group_18199	,,group_18199
group_15111	,,group_15111
group_15110	,,group_15110
group_19942	,,group_19942
group_32863	,,group_32863
group_42436	,,group_42436
group_24111	,,group_24111
group_6805	PA14_45120,,group_6805
group_64607	,,group_64607
group_61385	,,group_61385
group_32865	,,group_32865
group_38941	,,group_38941
group_38940	,,group_38940
group_38943	,,group_38943
group_38942	,,group_38942
ompP1	PA14_60730,,ompP1
group_38944	,,group_38944
group_38947	,,group_38947
group_38946	,,group_38946
group_38949	,,group_38949
group_38948	,,group_38948
group_32867	,,group_32867
group_60579	,,group_60579
group_60578	,,group_60578
group_18448	,,group_18448
group_18449	,,group_18449
group_18446	,,group_18446
group_60574	,,group_60574
group_18444	,,group_18444
group_18445	,,group_18445
group_18442	,,group_18442
group_18443	,,group_18443
group_18440	,,group_18440
group_18441	,,group_18441
group_10693	,,group_10693
group_10692	,,group_10692
group_10690	,,group_10690
group_10697	,,group_10697
group_10696	PA14_40110,,group_10696
group_10695	,,group_10695
group_10694	,,group_10694
group_10699	,,group_10699
group_10698	,,group_10698
group_43147	,,group_43147
group_27540	,,group_27540
group_11122	,,group_11122
group_11123	,,group_11123
group_11120	PA14_42540,pcr1,group_11120
group_11121	,,group_11121
group_11126	,,group_11126
group_11127	,,group_11127
group_11124	,,group_11124
group_11125	,,group_11125
group_75110	,,group_75110
group_6808	PA14_44990,,group_6808
group_11128	,,group_11128
group_11129	,,group_11129
group_69501	,,group_69501
group_35406	,,group_35406
group_49469	,,group_49469
group_69500	,,group_69500
group_69507	,,group_69507
group_38355	,,group_38355
group_57708	,,group_57708
group_69505	,,group_69505
group_57700	,,group_57700
fliY_2	PA14_04090,fliY,fliY_2
fliY_1	PA14_67050,,fliY_1
group_57703	,,group_57703
group_57704	,,group_57704
group_57705	,,group_57705
group_57706	,,group_57706
group_57707	,,group_57707
group_53639	,,group_53639
group_54401	,,group_54401
group_53630	,,group_53630
group_53631	,,group_53631
group_53632	,,group_53632
group_53633	,,group_53633
group_53634	,,group_53634
group_53635	,,group_53635
group_53637	,,group_53637
group_75285	,,group_75285
group_75284	,,group_75284
group_75287	,,group_75287
group_75286	,,group_75286
group_75281	,,group_75281
group_75280	,,group_75280
group_75283	,,group_75283
group_75282	,,group_75282
group_31454	,,group_31454
group_69151	,,group_69151
group_31456	,,group_31456
group_69153	,,group_69153
group_63170	,,group_63170
group_75288	,,group_75288
group_31452	,,group_31452
group_75407	,,group_75407
group_23822	,,group_23822
group_23823	,,group_23823
group_23820	,,group_23820
group_23821	,,group_23821
group_23826	,,group_23826
group_23827	,,group_23827
group_23824	,,group_23824
group_23825	,,group_23825
group_35344	,,group_35344
group_35345	,,group_35345
group_23828	,,group_23828
group_23829	,,group_23829
group_35341	,,group_35341
group_35342	,,group_35342
group_35343	,,group_35343
group_74488	,,group_74488
group_24467	,,group_24467
group_54409	,,group_54409
group_15809	,,group_15809
group_67558	,,group_67558
group_24466	,,group_24466
group_15805	,,group_15805
group_15804	,,group_15804
group_74482	,,group_74482
group_15806	,,group_15806
group_15801	,,group_15801
group_15800	,,group_15800
group_15803	,,group_15803
group_15802	,,group_15802
group_70340	,,group_70340
group_67556	,,group_67556
group_24464	,,group_24464
group_19319	,,group_19319
group_19318	,,group_19318
group_36652	,,group_36652
group_19315	,,group_19315
group_19314	,,group_19314
group_19317	,,group_19317
group_19316	,,group_19316
group_19311	,,group_19311
group_19310	,,group_19310
group_19313	,,group_19313
group_54902	,,group_54902
group_48061	,,group_48061
catA	PA14_32240,catA,catA
catB	PA14_32220,catB,catB
catC	PA14_32230,catC,catC
group_48065	,,group_48065
catE	,,catE
group_48067	,,group_48067
pvdA	PA14_33810,pvdA,pvdA
group_48069	,,group_48069
trpI_1	PA14_26150,,trpI_1
trpI_2	PA14_00460,trpI,trpI_2
trpI_3	,,trpI_3
catM	PA14_37660,,catM
group_12610	,,group_12610
group_72882	,,group_72882
group_72883	,,group_72883
group_17405	,,group_17405
group_17404	,,group_17404
group_17403	,,group_17403
group_17402	,,group_17402
group_72884	,,group_72884
pvdQ	PA14_33820,pvdQ,pvdQ
group_52123	,,group_52123
group_72888	,,group_72888
group_72889	,,group_72889
group_1405	,,group_1405
group_75113	,,group_75113
group_17408	,,group_17408
group_74733	,,group_74733
group_74730	,,group_74730
group_19806	,,group_19806
group_74736	,,group_74736
group_74734	,,group_74734
nrfG	PA14_45280,cycH,nrfG
group_74739	,,group_74739
group_46207	,,group_46207
cvaA	PA14_10350,,cvaA
group_61769	,,group_61769
group_61768	,,group_61768
group_54909	,,group_54909
group_27642	,,group_27642
group_61763	,,group_61763
group_61762	,,group_61762
group_61761	,,group_61761
group_61760	,,group_61760
group_61767	,,group_61767
group_61766	,,group_61766
group_61765	,,group_61765
group_61764	,,group_61764
group_67088	,,group_67088
group_67089	,,group_67089
group_35400	,,group_35400
group_37682	,,group_37682
tusA_2	PA14_44270,,tusA_2
group_67081	,,group_67081
group_67082	,,group_67082
tusA_1	PA14_51310,yrkI,tusA_1
group_67084	,,group_67084
group_67086	,,group_67086
group_67087	,,group_67087
group_72774	,,group_72774
group_72775	,,group_72775
group_36101	,,group_36101
group_62220	,,group_62220
group_62227	,,group_62227
group_62226	,,group_62226
group_72772	,,group_72772
group_9239	,,group_9239
group_9236	,,group_9236
group_37687	,,group_37687
group_9234	,,group_9234
group_9235	,,group_9235
group_9232	,,group_9232
group_9233	,,group_9233
group_9230	,,group_9230
group_9231	,,group_9231
group_66933	,,group_66933
group_66932	,,group_66932
group_66931	,,group_66931
group_66930	,,group_66930
merP_3	,,merP_3
merP_2	PA14_15470,merP,merP_2
merP_1	,,merP_1
group_66934	,,group_66934
group_66939	,,group_66939
group_66938	,,group_66938
group_64683	,,group_64683
cat1	PA14_71890,psecoA,cat1
group_37854	,,group_37854
group_64680	,,group_64680
group_37852	,,group_37852
group_37853	,,group_37853
group_64685	,,group_64685
group_37851	,,group_37851
group_34421	,,group_34421
group_70944	,,group_70944
group_37858	,,group_37858
group_37859	,,group_37859
group_67332	,,group_67332
group_67333	,,group_67333
group_67330	,,group_67330
group_67331	,,group_67331
group_67336	,,group_67336
group_67337	,,group_67337
group_67334	,,group_67334
group_67335	,,group_67335
group_67338	,,group_67338
group_67339	,,group_67339
group_54384	,,group_54384
group_9580	,,group_9580
group_9581	,,group_9581
group_9582	,,group_9582
group_9583	,,group_9583
group_9584	,,group_9584
group_9586	,,group_9586
group_9587	,,group_9587
group_9588	,,group_9588
group_9589	,,group_9589
ispF_2	,,ispF_2
group_53830	,,group_53830
sbp_1	PA14_45110,cysP,sbp_1
group_66684	,,group_66684
group_66687	,,group_66687
sbp_2	PA14_03700,sbp,sbp_2
group_66681	,,group_66681
group_66680	,,group_66680
group_66683	,,group_66683
group_66682	,,group_66682
group_54387	,,group_54387
group_52202	,,group_52202
group_66689	,,group_66689
group_49543	,,group_49543
group_27897	,,group_27897
group_27896	,,group_27896
group_27895	,,group_27895
group_28842	,,group_28842
sdhB_2	,,sdhB_2
group_54386	,,group_54386
group_54879	,,group_54879
group_28844	,,group_28844
lasR_1	,,lasR_1
lasR_2	,,lasR_2
group_27891	,,group_27891
group_27370	,,group_27370
group_49858	,,group_49858
group_49857	,,group_49857
group_49856	,,group_49856
group_49855	,,group_49855
group_27890	,,group_27890
group_49853	,,group_49853
group_49852	,,group_49852
group_49851	,,group_49851
group_49850	,,group_49850
group_65792	,,group_65792
group_65793	,,group_65793
group_65790	,,group_65790
group_65791	,,group_65791
group_35320	,,group_35320
group_65797	,,group_65797
group_8189	,,group_8189
group_8188	,,group_8188
group_8187	,,group_8187
group_8186	,,group_8186
group_8185	,,group_8185
group_65799	,,group_65799
group_8183	,,group_8183
group_8180	PA14_18790,opmE,group_8180
group_76253	PA14_53810,,group_76253
group_48003	,,group_48003
group_76254	PA14_44450,fixS,group_76254
group_76259	,,group_76259
group_773	,,group_773
group_772	,,group_772
group_771	,,group_771
group_770	,,group_770
group_777	,,group_777
group_776	,,group_776
group_775	,,group_775
group_774	,,group_774
group_779	,,group_779
group_778	,,group_778
group_43624	,,group_43624
group_40946	,,group_40946
group_43625	,,group_43625
group_54500	,,group_54500
group_43622	,,group_43622
aspA	PA14_71650,aspA,aspA
group_3667	,,group_3667
group_65245	,,group_65245
group_65246	,,group_65246
group_3664	,,group_3664
group_3663	,,group_3663
group_3662	,,group_3662
group_3661	,,group_3661
group_3660	,,group_3660
group_48637	,,group_48637
group_65248	,,group_65248
group_65249	,,group_65249
group_3668	,,group_3668
group_27377	,,group_27377
group_57441	,,group_57441
group_35327	,,group_35327
recF_3	,,recF_3
recF_2	PA14_00030,recF,recF_2
recF_1	,,recF_1
recF_7	,,recF_7
recF_6	,,recF_6
recF_5	,,recF_5
recF_4	,,recF_4
group_36189	,,group_36189
group_54506	,,group_54506
tpa	,,tpa
group_1092	,,group_1092
group_67798	,,group_67798
group_72454	,,group_72454
group_48007	,,group_48007
group_72457	,,group_72457
group_17029	,,group_17029
group_29325	,,group_29325
group_72456	,,group_72456
nuoC_2	,,nuoC_2
group_68862	,,group_68862
group_12000	,,group_12000
group_25628	,,group_25628
group_57459	,,group_57459
group_45026	,,group_45026
group_45027	,,group_45027
group_45024	,,group_45024
group_45025	,,group_45025
group_45022	,,group_45022
group_45023	,,group_45023
group_36187	,,group_36187
aspS	PA14_51820,aspS,aspS
group_59032	,,group_59032
group_68866	,,group_68866
group_41916	,,group_41916
group_29795	,,group_29795
group_41915	,,group_41915
group_41912	,,group_41912
fliE_2	,,fliE_2
group_41910	,,group_41910
group_41911	,,group_41911
bm3R1	PA14_40790,,bm3R1
group_24115	,,group_24115
group_41919	,,group_41919
group_73917	,,group_73917
group_73916	,,group_73916
group_48892	,,group_48892
group_73914	,,group_73914
group_73913	,,group_73913
group_73912	,,group_73912
group_73911	,,group_73911
group_48897	,,group_48897
group_48898	,,group_48898
group_48899	,,group_48899
group_73919	,,group_73919
group_12009	,,group_12009
group_2134	,,group_2134
group_74242	,,group_74242
group_2136	,,group_2136
group_2137	,,group_2137
group_2130	,,group_2130
group_2131	,,group_2131
group_2132	,,group_2132
group_2133	,,group_2133
group_1091	,,group_1091
group_2138	,,group_2138
group_2139	,,group_2139
mtfA_2	,,mtfA_2
group_71519	,,group_71519
group_71518	,,group_71518
recA_2	,,recA_2
group_48004	,,group_48004
group_27378	,,group_27378
group_46291	,,group_46291
group_71511	,,group_71511
group_65473	,,group_65473
group_71513	,,group_71513
group_71512	,,group_71512
group_71515	,,group_71515
group_46292	,,group_46292
group_71517	,,group_71517
group_74247	,,group_74247
group_30192	,,group_30192
group_30193	,,group_30193
group_30190	,,group_30190
group_30191	,,group_30191
group_30196	,,group_30196
group_30197	,,group_30197
group_30194	,,group_30194
group_30195	,,group_30195
group_46294	,,group_46294
group_30198	,,group_30198
group_15640	,,group_15640
group_46295	,,group_46295
group_75114	,,group_75114
fdoH_2	,,fdoH_2
group_46296	,,group_46296
group_65472	,,group_65472
group_46297	,,group_46297
group_42243	,,group_42243
group_36933	,,group_36933
group_42241	,,group_42241
group_36931	,,group_36931
group_42247	,,group_42247
group_42246	,,group_42246
group_36934	,,group_36934
group_42244	,,group_42244
group_42249	,,group_42249
group_42248	,,group_42248
deoB	,,deoB
rpsM_2	,,rpsM_2
group_58628	,,group_58628
group_58626	,,group_58626
group_58627	,,group_58627
group_58624	,,group_58624
group_58625	,,group_58625
group_58622	,,group_58622
group_58623	,,group_58623
group_58620	,,group_58620
group_30795	,,group_30795
